order_id,warehouse_location,customer_city,distance_km,vehicle_type,rider_id,rider_age,rider_rating,traffic_condition,weather,shift_type,order_category,package_weight_kg,fragile,temperature_sensitive,delivery_priority,delivery_status,Estimated_delivery_time,Actual_delivery_time,delivered_on_time,ROUTE EFFECTENCY CALCULATOR
O105594,Pune,Hyderabad,9.9,Scooter,R6594,51,4.46,Medium,Rainy,Afternoon,Electronics,6.04,No,No,Normal,Delivered,46,49,Yes,4.6
O105595,Hyderabad,Kolkata,12.1,Mini Truck,R6595,26,4.59,High,Clear,Evening,Clothing,3.32,No,No,Low,Delivered,58,45,Yes,4.8
O105596,Pune,Mumbai,22.6,Van,R6596,49,4.24,Medium,Clear,Night,Grocery,2.76,No,No,Normal,Delivered,88,78,Yes,3.9
O105597,Kolkata,Pune,18.7,Scooter,R6597,24,4.59,High,Clear,Night,Pharma,4.59,No,Yes,Low,Delivered,89,63,Yes,4.8
O105598,Hyderabad,Hyderabad,11.0,Scooter,R6598,34,3.85,Medium,Clear,Evening,Pharma,2.25,No,No,Normal,Delivered,42,45,Yes,3.8
O105599,Mumbai,Delhi,20.8,Van,R6599,36,4.44,Low,Clear,Afternoon,Clothing,3.59,No,No,Normal,Delivered,62,54,Yes,3.0
O105600,Ahmedabad,Hyderabad,16.5,Bike,R6600,42,4.61,Medium,Clear,Evening,Furniture,5.71,No,No,Low,Delivered,64,50,Yes,3.9
O105601,Delhi,Kolkata,15.7,Bike,R6601,33,4.18,Medium,Clear,Night,Pharma,3.62,Yes,No,Normal,Delivered,61,35,Yes,3.9
O105602,Pune,Delhi,17.1,Van,R6602,53,4.08,Medium,Clear,Morning,Pharma,4.82,No,No,Normal,Delivered,66,67,Yes,3.9
O105603,Hyderabad,Hyderabad,10.4,Scooter,R6603,21,4.37,Low,Windy,Morning,Clothing,2.68,Yes,No,High,Delivered,34,20,Yes,3.3
O105604,Hyderabad,Chennai,16.7,Bike,R6604,43,4.37,Medium,Clear,Afternoon,Books,2.37,No,No,High,Delivered,65,47,Yes,3.9
O105605,Delhi,Kolkata,13.6,Bike,R6605,21,4.84,Medium,Clear,Evening,Clothing,3.19,No,No,Normal,Delivered,52,45,Yes,3.8
O105606,Kolkata,Chennai,28.8,Bike,R6606,53,4.6,Medium,Rainy,Evening,Pharma,2.81,No,No,High,Delivered,134,139,Yes,4.7
O105607,Pune,Bangalore,23.2,Scooter,R6607,41,4.63,Low,Clear,Afternoon,Furniture,2.93,No,No,Normal,Delivered,69,87,No,3.0
O105608,Kolkata,Ahmedabad,14.0,Van,R6608,44,4.9,Medium,Rainy,Evening,Electronics,1.94,No,Yes,Normal,Delivered,65,65,Yes,4.6
O105609,Chennai,Kolkata,17.1,Scooter,R6609,47,4.56,Medium,Rainy,Afternoon,Clothing,2.27,No,No,High,Delivered,80,84,Yes,4.7
O105610,Hyderabad,Kolkata,9.9,Van,R6610,52,4.35,Low,Windy,Night,Books,2.42,No,No,High,Delivered,32,37,Yes,3.2
O105611,Ahmedabad,Ahmedabad,16.7,Mini Truck,R6611,40,4.74,Low,Clear,Afternoon,Pharma,4.12,No,No,Normal,Delivered,50,54,Yes,3.0
O105612,Bangalore,Hyderabad,9.2,Scooter,R6612,39,3.43,Low,Foggy,Morning,Furniture,3.97,No,No,High,Delivered,38,41,Yes,4.1
O105613,Ahmedabad,Delhi,12.4,Scooter,R6613,40,4.63,Low,Rainy,Evening,Furniture,2.48,No,No,High,Delivered,44,48,Yes,3.5
O105614,Ahmedabad,Mumbai,18.0,Mini Truck,R6614,29,4.24,Low,Clear,Evening,Electronics,0.93,Yes,No,Normal,Returned,53,59,No,3.0
O105615,Mumbai,Delhi,9.5,Bike,R6615,49,4.64,Medium,Clear,Morning,Grocery,3.54,No,No,Normal,Delivered,37,21,Yes,3.9
O105616,Kolkata,Ahmedabad,10.1,Mini Truck,R6616,38,4.41,Low,Clear,Morning,Books,2.18,Yes,No,High,Delivered,30,33,Yes,3.0
O105617,Chennai,Chennai,10.8,Mini Truck,R6617,35,4.59,Medium,Clear,Morning,Grocery,2.57,No,No,Normal,Delivered,42,46,Yes,3.9
O105618,Chennai,Ahmedabad,14.4,Bike,R6618,54,4.12,High,Clear,Night,Books,1.47,No,No,Normal,Delivered,69,67,Yes,4.8
O105619,Pune,Kolkata,21.9,Bike,R6619,51,4.47,Medium,Rainy,Evening,Clothing,3.75,No,No,Normal,Delivered,102,93,Yes,4.7
O105620,Delhi,Mumbai,20.9,Van,R6620,36,4.55,Medium,Clear,Evening,Electronics,5.86,No,No,Low,Delivered,81,72,Yes,3.9
O105621,Kolkata,Hyderabad,12.8,Van,R6621,34,4.42,Medium,Clear,Afternoon,Books,1.73,Yes,No,High,Delivered,49,33,Yes,3.8
O105622,Ahmedabad,Kolkata,21.8,Mini Truck,R6622,45,4.14,Low,Rainy,Evening,Pharma,0.29,Yes,No,Low,Delivered,78,59,Yes,3.6
O105623,Pune,Kolkata,14.8,Mini Truck,R6623,43,4.37,High,Clear,Evening,Grocery,-0.19,No,No,High,Delivered,70,84,No,4.7
O105624,Mumbai,Ahmedabad,15.8,Scooter,R6624,22,4.87,Medium,Clear,Afternoon,Books,4.97,No,No,Low,Delivered,61,79,No,3.9
O105625,Bangalore,Chennai,14.7,Van,R6625,36,3.89,Low,Rainy,Evening,Grocery,0.51,Yes,No,Normal,Delivered,52,38,Yes,3.5
O105626,Mumbai,Ahmedabad,18.5,Bike,R6626,31,3.8,Medium,Clear,Morning,Clothing,5.82,No,No,Normal,Delivered,71,74,Yes,3.8
O105627,Chennai,Hyderabad,10.6,Scooter,R6627,35,4.2,Medium,Clear,Night,Books,1.44,No,No,Normal,Delivered,41,44,Yes,3.9
O105628,Chennai,Chennai,12.6,Bike,R6628,48,4.55,Low,Clear,Evening,Pharma,3.21,No,No,Normal,Delivered,37,42,Yes,2.9
O105629,Pune,Ahmedabad,20.6,Mini Truck,R6629,31,4.14,Medium,Rainy,Night,Electronics,4.29,No,No,Normal,Delivered,96,95,Yes,4.7
O105630,Mumbai,Hyderabad,12.9,Van,R6630,37,4.38,Low,Foggy,Evening,Pharma,3.21,No,No,Low,Failed,54,68,No,4.2
O105631,Delhi,Ahmedabad,11.7,Van,R6631,46,4.46,Medium,Clear,Night,Pharma,2.78,No,No,Normal,Delivered,45,47,Yes,3.9
O105632,Delhi,Chennai,7.4,Bike,R6632,52,4.02,Medium,Clear,Afternoon,Pharma,1.83,No,No,Normal,Delivered,28,40,No,3.8
O105633,Chennai,Ahmedabad,17.6,Mini Truck,R6633,43,4.42,High,Rainy,Night,Electronics,3.84,No,No,Normal,Delivered,101,104,Yes,5.7
O105634,Bangalore,Bangalore,9.6,Bike,R6634,40,4.47,High,Windy,Evening,Books,4.11,No,No,Normal,Delivered,50,43,Yes,5.2
O105635,Chennai,Delhi,23.1,Van,R6635,38,4.17,Low,Clear,Morning,Grocery,3.34,Yes,No,Normal,Delivered,69,74,Yes,3.0
O105636,Mumbai,Delhi,17.8,Bike,R6636,48,4.39,Medium,Clear,Evening,Books,2.84,No,No,Normal,Delivered,69,48,Yes,3.9
O105637,Hyderabad,Pune,8.3,Bike,R6637,27,4.46,Low,Rainy,Morning,Furniture,2.78,No,No,Normal,Delivered,29,40,No,3.5
O105638,Pune,Hyderabad,16.0,Mini Truck,R6638,48,4.38,Medium,Clear,Afternoon,Grocery,-0.42,No,No,Normal,Delivered,62,65,Yes,3.9
O105639,Hyderabad,Ahmedabad,11.7,Bike,R6639,39,3.93,Medium,Rainy,Morning,Grocery,3.67,No,No,Normal,Delivered,54,51,Yes,4.6
O105640,Ahmedabad,Hyderabad,18.4,Scooter,R6640,39,4.49,High,Clear,Evening,Electronics,4.46,No,No,High,Delivered,88,79,Yes,4.8
O105641,Bangalore,Mumbai,13.6,Bike,R6641,47,4.6,Low,Rainy,Afternoon,Grocery,2.18,No,No,Normal,Delivered,48,52,Yes,3.5
O105642,Bangalore,Mumbai,26.4,Van,R6642,36,4.85,Medium,Rainy,Evening,Books,4.42,No,No,Normal,Delivered,123,114,Yes,4.7
O105643,Bangalore,Delhi,26.1,Van,R6643,45,4.68,Medium,Foggy,Evening,Grocery,1.74,Yes,No,Normal,Delivered,142,131,Yes,5.4
O105644,Pune,Ahmedabad,12.4,Scooter,R6644,33,4.29,Medium,Foggy,Evening,Pharma,4.5,No,No,Normal,Delivered,67,54,Yes,5.4
O105645,Pune,Delhi,14.3,Mini Truck,R6645,50,4.08,High,Clear,Night,Furniture,0.74,No,No,Normal,Delivered,68,60,Yes,4.8
O105646,Delhi,Bangalore,19.0,Mini Truck,R6646,24,4.25,Low,Rainy,Afternoon,Books,2.29,No,No,Normal,Delivered,68,68,Yes,3.6
O105647,Pune,Hyderabad,12.1,Bike,R6647,54,4.25,High,Clear,Morning,Electronics,3.9,No,No,Normal,Delivered,58,76,No,4.8
O105648,Chennai,Hyderabad,12.2,Bike,R6648,53,4.26,Medium,Rainy,Night,Clothing,2.12,No,No,Normal,Delivered,57,46,Yes,4.7
O105649,Mumbai,Delhi,7.3,Scooter,R6649,37,4.05,Medium,Windy,Morning,Electronics,-1.12,No,No,Normal,Delivered,31,67,No,4.2
O105650,Chennai,Hyderabad,8.0,Van,R6650,28,4.61,Medium,Clear,Afternoon,Pharma,4.5,No,No,High,Delivered,31,38,No,3.9
O105651,Ahmedabad,Mumbai,19.3,Bike,R6651,23,4.28,High,Clear,Night,Grocery,2.48,No,No,High,Delivered,92,86,Yes,4.8
O105652,Pune,Hyderabad,15.6,Bike,R6652,54,4.29,Medium,Rainy,Evening,Furniture,2.66,Yes,No,Normal,Delivered,72,77,Yes,4.6
O105653,Ahmedabad,Mumbai,11.6,Scooter,R6653,44,4.19,Medium,Clear,Evening,Clothing,4.05,No,Yes,High,Delivered,45,48,Yes,3.9
O105654,Mumbai,Ahmedabad,18.6,Bike,R6654,36,4.64,High,Clear,Afternoon,Clothing,3.32,Yes,Yes,Low,Delivered,89,80,Yes,4.8
O105655,Pune,Chennai,5.0,Scooter,R6655,28,4.65,Medium,Windy,Night,Grocery,3.54,No,Yes,Normal,Delivered,21,18,Yes,4.2
O105656,Pune,Hyderabad,13.8,Mini Truck,R6656,21,4.8,Medium,Clear,Morning,Grocery,1.82,No,No,High,Delivered,53,64,No,3.9
O105657,Hyderabad,Chennai,15.1,Bike,R6657,30,4.45,Low,Rainy,Afternoon,Pharma,5.99,No,No,Normal,Delivered,54,55,Yes,3.6
O105658,Pune,Pune,9.1,Scooter,R6658,39,3.67,Low,Rainy,Evening,Furniture,3.88,No,No,Normal,Delivered,32,27,Yes,3.5
O105659,Chennai,Ahmedabad,18.1,Mini Truck,R6659,28,4.37,Medium,Clear,Night,Clothing,5.09,No,No,Normal,Delivered,70,72,Yes,3.9
O105660,Mumbai,Pune,19.7,Van,R6660,45,4.25,Medium,Rainy,Evening,Clothing,2.12,Yes,No,Normal,Delivered,92,109,No,4.7
O105661,Ahmedabad,Delhi,15.7,Scooter,R6661,27,4.29,High,Clear,Night,Electronics,2.56,Yes,No,Low,Delivered,75,66,Yes,4.8
O105662,Mumbai,Hyderabad,11.9,Van,R6662,25,4.96,Low,Windy,Evening,Clothing,2.31,No,No,Normal,Delivered,39,42,Yes,3.3
O105663,Hyderabad,Pune,10.9,Bike,R6663,32,4.71,Medium,Clear,Afternoon,Books,1.92,No,No,High,Delivered,42,30,Yes,3.9
O105664,Kolkata,Kolkata,14.9,Van,R6664,52,4.26,Low,Clear,Night,Books,1.84,No,No,Normal,Delivered,44,24,Yes,2.9
O105665,Chennai,Kolkata,11.3,Van,R6665,38,4.9,Low,Clear,Morning,Pharma,4.61,Yes,No,Normal,Delivered,33,39,No,2.9
O105666,Chennai,Bangalore,15.7,Scooter,R6666,28,4.35,Low,Clear,Morning,Clothing,2.38,Yes,No,Normal,Delivered,46,57,No,2.9
O105667,Delhi,Kolkata,20.4,Mini Truck,R6667,40,3.8,Low,Clear,Evening,Grocery,3.8,Yes,No,Normal,Delivered,61,79,No,3.0
O105668,Chennai,Kolkata,18.6,Bike,R6668,36,4,High,Clear,Night,Clothing,1.3,No,No,Normal,Delivered,89,97,No,4.8
O105669,Hyderabad,Ahmedabad,13.7,Bike,R6669,22,4.05,High,Clear,Afternoon,Clothing,1.81,No,No,High,Delivered,65,64,Yes,4.7
O105670,Mumbai,Kolkata,17.3,Bike,R6670,41,4.43,Medium,Rainy,Evening,Pharma,5.11,No,No,Normal,Delivered,80,68,Yes,4.6
O105671,Hyderabad,Kolkata,15.2,Mini Truck,R6671,22,3.63,Low,Rainy,Afternoon,Books,3.96,No,No,Normal,Delivered,54,58,Yes,3.6
O105672,Ahmedabad,Bangalore,16.7,Bike,R6672,44,4.29,Medium,Clear,Evening,Books,2.91,No,No,Normal,Delivered,64,65,Yes,3.8
O105673,Hyderabad,Kolkata,16.0,Van,R6673,44,4.04,Low,Clear,Night,Books,2.22,Yes,No,Normal,Delivered,48,45,Yes,3.0
O105674,Ahmedabad,Chennai,26.0,Van,R6674,30,4.41,Low,Rainy,Morning,Pharma,1.66,No,No,Normal,Delivered,93,95,Yes,3.6
O105675,Ahmedabad,Pune,17.0,Mini Truck,R6675,30,4.37,High,Foggy,Morning,Clothing,3.62,No,No,Normal,Delivered,114,112,Yes,6.7
O105676,Hyderabad,Ahmedabad,21.2,Mini Truck,R6676,44,4.14,Low,Clear,Night,Furniture,0.64,No,Yes,Normal,Delivered,63,76,No,3.0
O105677,Ahmedabad,Bangalore,8.8,Scooter,R6677,31,3.83,Medium,Clear,Night,Clothing,4.82,No,No,Normal,Delivered,34,24,Yes,3.9
O105678,Chennai,Mumbai,19.2,Mini Truck,R6678,34,4.18,High,Windy,Night,Books,5.12,Yes,No,Normal,Delivered,101,113,No,5.3
O105679,Bangalore,Delhi,13.5,Scooter,R6679,49,4.55,Medium,Clear,Night,Clothing,2.76,No,Yes,High,Delivered,52,45,Yes,3.9
O105680,Hyderabad,Kolkata,17.3,Bike,R6680,27,4.81,Medium,Clear,Evening,Books,2.92,Yes,No,Normal,Delivered,67,85,No,3.9
O105681,Mumbai,Kolkata,15.6,Scooter,R6681,32,4.39,Low,Clear,Morning,Electronics,3.78,No,No,Normal,Delivered,46,50,Yes,2.9
O105682,Delhi,Pune,3.1,Mini Truck,R6682,37,4.66,High,Clear,Evening,Clothing,3.41,No,No,Normal,Delivered,-14,8,No,-4.6
O105683,Chennai,Mumbai,24.6,Scooter,R6683,33,4.81,Medium,Windy,Afternoon,Electronics,4.03,No,No,Normal,Delivered,105,100,Yes,4.3
O105684,Bangalore,Delhi,8.1,Bike,R6684,47,4.42,Medium,Rainy,Night,Grocery,1.9,Yes,No,High,Delivered,37,34,Yes,4.6
O105685,Pune,Ahmedabad,9.3,Scooter,R6685,43,4.83,Medium,Clear,Afternoon,Furniture,4.71,No,No,Normal,Delivered,36,40,Yes,3.9
O105686,Bangalore,Bangalore,13.2,Bike,R6686,47,4.69,Medium,Foggy,Morning,Pharma,4.56,No,Yes,Normal,Delivered,72,88,No,5.5
O105687,Hyderabad,Delhi,11.1,Mini Truck,R6687,29,4.54,High,Clear,Night,Electronics,4.29,No,No,Normal,Delivered,53,75,No,4.8
O105688,Pune,Kolkata,11.2,Van,R6688,24,5,Medium,Foggy,Afternoon,Pharma,1.49,No,No,Normal,Delivered,61,58,Yes,5.4
O105689,Mumbai,Mumbai,16.0,Bike,R6689,28,4.73,High,Rainy,Afternoon,Pharma,1.1,No,No,Normal,Delivered,92,97,Yes,5.8
O105690,Pune,Ahmedabad,16.6,Van,R6690,39,4.59,High,Rainy,Night,Books,3.21,No,No,High,Delivered,95,96,Yes,5.7
O105691,Pune,Chennai,13.6,Scooter,R6691,42,4.46,High,Rainy,Afternoon,Electronics,4.14,No,Yes,High,Delivered,78,65,Yes,5.7
O105692,Delhi,Chennai,14.0,Scooter,R6692,39,4.14,High,Foggy,Evening,Clothing,2.38,No,No,Normal,Delivered,94,98,Yes,6.7
O105693,Ahmedabad,Hyderabad,13.5,Van,R6693,22,4.37,Low,Rainy,Evening,Pharma,2.29,No,Yes,High,Delivered,48,48,Yes,3.6
O105694,Bangalore,Kolkata,14.0,Scooter,R6694,26,4.41,Medium,Clear,Afternoon,Clothing,6.01,No,No,Normal,Failed,54,76,No,3.9
O105695,Chennai,Mumbai,19.3,Mini Truck,R6695,29,4.16,Medium,Foggy,Night,Pharma,2.87,No,No,Normal,Delivered,105,100,Yes,5.4
O105696,Ahmedabad,Mumbai,24.4,Scooter,R6696,35,4.3,High,Rainy,Night,Electronics,2.14,No,No,Normal,Delivered,140,147,No,5.7
O105697,Pune,Pune,18.1,Mini Truck,R6697,41,4.55,Medium,Clear,Afternoon,Furniture,-0.21,No,No,High,Delivered,70,80,No,3.9
O105698,Ahmedabad,Chennai,27.5,Mini Truck,R6698,40,4.61,Medium,Clear,Evening,Books,4.73,No,No,Normal,Delivered,107,105,Yes,3.9
O105699,Mumbai,Ahmedabad,1.0,Scooter,R6699,31,4.28,Low,Foggy,Afternoon,Furniture,5.31,No,No,Normal,Delivered,4,5,Yes,4.2
O105700,Chennai,Bangalore,12.9,Mini Truck,R6700,28,4.12,Medium,Clear,Evening,Clothing,0.81,No,No,Normal,Delivered,50,50,Yes,3.9
O105701,Hyderabad,Chennai,10.6,Van,R6701,49,4.53,Low,Foggy,Afternoon,Books,1.14,Yes,Yes,Normal,Delivered,44,54,No,4.2
O105702,Delhi,Hyderabad,22.7,Bike,R6702,48,4.66,Medium,Rainy,Evening,Pharma,6.2,No,No,Normal,Delivered,106,111,Yes,4.7
O105703,Ahmedabad,Hyderabad,18.8,Bike,R6703,29,3.97,Medium,Clear,Afternoon,Pharma,4.74,No,No,Low,Delivered,73,64,Yes,3.9
O105704,Chennai,Mumbai,15.7,Mini Truck,R6704,54,4.44,Low,Clear,Morning,Electronics,1.11,No,No,Normal,Delivered,47,42,Yes,3.0
O105705,Delhi,Mumbai,19.8,Bike,R6705,29,4.29,High,Foggy,Afternoon,Books,3.5,No,No,Normal,Delivered,133,135,Yes,6.7
O105706,Chennai,Hyderabad,23.0,Bike,R6706,48,4.73,High,Clear,Night,Pharma,3.48,No,No,Low,Delivered,110,125,No,4.8
O105707,Pune,Mumbai,10.6,Bike,R6707,24,5,High,Clear,Evening,Clothing,1.4,No,No,Normal,Delivered,50,49,Yes,4.7
O105708,Ahmedabad,Kolkata,10.6,Scooter,R6708,39,3.86,Low,Clear,Morning,Pharma,4.8,No,No,Normal,Delivered,31,21,Yes,2.9
O105709,Bangalore,Delhi,13.8,Van,R6709,53,4.87,Low,Clear,Night,Grocery,4.8,No,No,Normal,Delivered,41,56,No,3.0
O105710,Kolkata,Ahmedabad,16.5,Bike,R6710,45,4.11,Medium,Rainy,Afternoon,Electronics,1.01,No,Yes,Normal,Delivered,77,90,No,4.7
O105711,Bangalore,Hyderabad,18.4,Bike,R6711,48,4.75,Low,Clear,Morning,Furniture,3.78,No,No,Normal,Delivered,55,60,Yes,3.0
O105712,Kolkata,Hyderabad,15.5,Bike,R6712,38,4.46,Medium,Rainy,Evening,Furniture,2,No,No,Normal,Delivered,72,68,Yes,4.6
O105713,Hyderabad,Mumbai,16.1,Bike,R6713,24,4.44,High,Foggy,Afternoon,Grocery,2.57,Yes,No,Normal,Delivered,107,129,No,6.7
O105714,Mumbai,Delhi,19.0,Bike,R6714,28,4.35,Low,Clear,Afternoon,Clothing,2.48,No,No,Normal,Delivered,56,67,No,2.9
O105715,Delhi,Ahmedabad,18.1,Mini Truck,R6715,34,4.08,Low,Clear,Morning,Electronics,2.51,No,No,Normal,Delivered,54,48,Yes,3.0
O105716,Mumbai,Pune,14.4,Mini Truck,R6716,21,4.39,Medium,Clear,Morning,Books,4.83,No,No,Normal,Delivered,56,67,No,3.9
O105717,Mumbai,Kolkata,19.2,Scooter,R6717,22,4.3,High,Clear,Evening,Books,4.37,No,No,Normal,Delivered,92,81,Yes,4.8
O105718,Mumbai,Hyderabad,13.1,Bike,R6718,30,4.9,Low,Clear,Night,Grocery,4.6,No,No,Normal,Delivered,39,41,Yes,3.0
O105719,Mumbai,Ahmedabad,14.7,Van,R6719,33,4.26,High,Clear,Evening,Books,3.64,No,No,Normal,Delivered,70,88,No,4.8
O105720,Mumbai,Pune,26.0,Scooter,R6720,27,4.65,Medium,Clear,Afternoon,Clothing,2.57,No,No,High,Delivered,101,107,No,3.9
O105721,Chennai,Delhi,9.6,Van,R6721,41,4.31,Medium,Clear,Afternoon,Pharma,4.88,No,No,High,Delivered,37,42,Yes,3.9
O105722,Mumbai,Hyderabad,16.7,Bike,R6722,53,4.74,Low,Clear,Morning,Pharma,4.61,No,No,Normal,Delivered,50,50,Yes,3.0
O105723,Delhi,Delhi,15.7,Bike,R6723,35,3.75,Medium,Clear,Morning,Electronics,0.41,No,No,Normal,Delivered,61,52,Yes,3.9
O105724,Pune,Chennai,20.9,Van,R6724,42,4.19,Low,Rainy,Morning,Furniture,4.56,No,No,Normal,Delivered,75,82,No,3.6
O105725,Ahmedabad,Hyderabad,27.2,Scooter,R6725,48,4.26,Medium,Clear,Afternoon,Furniture,2.98,Yes,Yes,Normal,Delivered,106,99,Yes,3.9
O105726,Kolkata,Pune,21.4,Van,R6726,40,4.13,Medium,Windy,Evening,Electronics,3.13,No,No,High,Delivered,91,101,No,4.3
O105727,Pune,Ahmedabad,16.5,Bike,R6727,54,4.95,Medium,Clear,Evening,Grocery,1.81,No,No,Normal,Delivered,64,62,Yes,3.9
O105728,Bangalore,Delhi,17.6,Van,R6728,29,4.84,Medium,Windy,Night,Grocery,1.82,No,No,Normal,Delivered,75,66,Yes,4.3
O105729,Mumbai,Chennai,11.8,Scooter,R6729,45,4.87,Low,Clear,Afternoon,Books,4.92,No,No,Normal,Delivered,35,38,Yes,3.0
O105730,Pune,Pune,17.5,Scooter,R6730,39,3.82,High,Clear,Evening,Electronics,1.05,No,No,Normal,Delivered,84,78,Yes,4.8
O105731,Hyderabad,Mumbai,21.0,Bike,R6731,30,4.37,Low,Clear,Evening,Books,3.66,No,No,High,Delivered,63,48,Yes,3.0
O105732,Ahmedabad,Pune,23.3,Van,R6732,27,4.24,Medium,Clear,Night,Electronics,1.9,No,No,Low,Delivered,90,75,Yes,3.9
O105733,Delhi,Bangalore,12.8,Bike,R6733,32,4.25,Medium,Foggy,Afternoon,Clothing,4.32,No,No,High,Delivered,70,53,Yes,5.5
O105734,Chennai,Delhi,18.5,Bike,R6734,54,3.85,High,Rainy,Evening,Books,0.84,No,No,Normal,Delivered,106,105,Yes,5.7
O105735,Bangalore,Pune,9.1,Mini Truck,R6735,21,4.5,Low,Clear,Afternoon,Electronics,1.53,No,Yes,High,Delivered,27,36,No,3.0
O105736,Kolkata,Chennai,13.8,Bike,R6736,23,4.82,Medium,Windy,Afternoon,Grocery,2.45,Yes,No,High,Delivered,59,56,Yes,4.3
O105737,Bangalore,Ahmedabad,13.6,Scooter,R6737,54,4.48,Medium,Clear,Evening,Books,4.18,No,No,Normal,Delivered,53,47,Yes,3.9
O105738,Kolkata,Kolkata,22.8,Van,R6738,53,3.39,Medium,Windy,Afternoon,Pharma,1.71,No,No,Normal,Delivered,97,77,Yes,4.3
O105739,Bangalore,Hyderabad,2.5,Van,R6739,54,4.41,High,Windy,Afternoon,Furniture,3.63,No,Yes,Normal,Delivered,13,5,Yes,5.3
O105740,Kolkata,Chennai,24.0,Bike,R6740,34,4.36,Low,Clear,Night,Books,4.64,Yes,No,Normal,Delivered,72,67,Yes,3.0
O105741,Pune,Bangalore,8.2,Scooter,R6741,39,4.55,Medium,Clear,Evening,Electronics,3.23,Yes,No,Normal,Delivered,31,16,Yes,3.8
O105742,Kolkata,Bangalore,14.2,Scooter,R6742,31,4.55,Medium,Foggy,Afternoon,Grocery,2.76,No,No,Normal,Delivered,77,75,Yes,5.4
O105743,Hyderabad,Ahmedabad,24.8,Van,R6743,47,3.99,Medium,Clear,Afternoon,Clothing,4,No,No,Normal,Delivered,96,105,No,3.9
O105744,Pune,Bangalore,3.2,Van,R6744,25,4.32,High,Clear,Evening,Grocery,1.8,No,No,High,Delivered,15,4,Yes,4.8
O105745,Mumbai,Mumbai,8.8,Scooter,R6745,35,4.76,Low,Clear,Night,Books,1.89,No,No,High,Delivered,26,7,Yes,3.0
O105746,Chennai,Ahmedabad,19.7,Mini Truck,R6746,29,4.19,Low,Clear,Night,Pharma,1.08,Yes,No,Normal,Delivered,59,46,Yes,3.0
O105747,Chennai,Kolkata,6.3,Bike,R6747,26,4.38,Medium,Clear,Evening,Books,5.38,No,No,Low,Delivered,24,2,Yes,3.8
O105748,Kolkata,Delhi,26.7,Scooter,R6748,39,4.76,Medium,Clear,Night,Pharma,3.88,No,No,Low,Delivered,104,99,Yes,3.9
O105749,Kolkata,Pune,14.1,Bike,R6749,51,4.65,Medium,Rainy,Morning,Clothing,0.98,No,No,Normal,Delivered,65,62,Yes,4.6
O105750,Chennai,Kolkata,16.3,Scooter,R6750,54,4.75,Medium,Clear,Evening,Clothing,2.05,No,No,Low,Delivered,63,60,Yes,3.9
O105751,Mumbai,Hyderabad,16.4,Van,R6751,48,4.43,Medium,Clear,Night,Furniture,3.29,No,No,Normal,Delivered,63,77,No,3.9
O105752,Chennai,Delhi,13.2,Scooter,R6752,28,4.6,Medium,Clear,Evening,Books,2.94,No,Yes,Normal,Delivered,51,43,Yes,3.9
O105753,Ahmedabad,Delhi,21.4,Scooter,R6753,49,4.69,Medium,Clear,Night,Grocery,3.62,No,No,High,Delivered,83,64,Yes,3.9
O105754,Chennai,Pune,8.6,Bike,R6754,21,4.54,Low,Rainy,Night,Pharma,2.14,No,No,Normal,Delivered,30,27,Yes,3.5
O105755,Pune,Pune,12.6,Van,R6755,39,4.22,High,Rainy,Afternoon,Furniture,4.61,No,No,Normal,Delivered,72,73,Yes,5.7
O105756,Ahmedabad,Mumbai,15.0,Van,R6756,25,4.28,Medium,Rainy,Morning,Electronics,1.44,No,No,Low,Delivered,70,68,Yes,4.7
O105757,Bangalore,Pune,12.4,Mini Truck,R6757,23,4.76,Medium,Foggy,Night,Pharma,4.95,Yes,No,Normal,Delivered,67,90,No,5.4
O105758,Kolkata,Hyderabad,5.9,Mini Truck,R6758,28,4.77,Medium,Clear,Afternoon,Pharma,3.05,No,No,Normal,Delivered,22,34,No,3.7
O105759,Mumbai,Kolkata,17.2,Scooter,R6759,38,4.24,Low,Rainy,Night,Books,0.88,No,No,Normal,Delivered,61,82,No,3.6
O105760,Delhi,Mumbai,13.2,Van,R6760,27,4.65,Low,Clear,Night,Electronics,3.11,No,No,Low,Delivered,39,41,Yes,3.0
O105761,Delhi,Hyderabad,12.1,Bike,R6761,41,4.5,High,Clear,Morning,Books,1.73,No,No,High,Delivered,58,46,Yes,4.8
O105762,Delhi,Ahmedabad,26.2,Bike,R6762,46,4.03,High,Windy,Morning,Furniture,3.84,No,No,Normal,Delivered,138,145,No,5.3
O105763,Hyderabad,Kolkata,18.1,Scooter,R6763,54,4.64,Medium,Rainy,Morning,Clothing,5.1,No,No,Normal,Delivered,84,89,Yes,4.6
O105764,Ahmedabad,Chennai,11.0,Mini Truck,R6764,43,3.97,Low,Clear,Morning,Furniture,0.39,No,No,High,Delivered,32,23,Yes,2.9
O105765,Bangalore,Kolkata,13.6,Bike,R6765,41,3.97,High,Rainy,Evening,Pharma,3.92,Yes,Yes,High,Delivered,78,70,Yes,5.7
O105766,Chennai,Kolkata,10.6,Bike,R6766,53,4.19,High,Clear,Night,Pharma,2.91,No,No,High,Returned,50,64,No,4.7
O105767,Pune,Hyderabad,10.7,Bike,R6767,40,4.23,High,Clear,Afternoon,Clothing,1.75,No,Yes,Low,Delivered,51,48,Yes,4.8
